,age,breeds,description,media,name,pet_id,sex,size,status
1783,Adult,"Retriever, Beagle","Blizzard is such a sweet and calm, super loving dog. Blizzard is 4 to 6 years old and about 52 lbs of love. He is good with humans and dogs and cats. Such a gentle spirit, this boy is so much more handsome than in his photo and will steal your heart, for sure. A must meet. (Fostered in PA) (If you do not hear back from us within about 6 hours, send us your phone number, for there is clearly something wrong with your email!) Dog's Best Friend Adoption Center utilizes an adoption application and screening process. We require personal and vet references and a home check made prior to adopting one of our dogs. All of our dogs are companion animals that must be kept inside the house with the rest of the family members. All of our dogs are temperament tested, well mannered, and know some basic commands ~ they are worked with daily, as someone is always here with them. All of our dogs do well with other dogs and many do well with cats. Adoption donations range from $250 to $450, depending on breed, age, size, vetting, and training of the dog (some pure bred and tiny dog fees are higher). This donation helps to pay for shots, de-wormings, spays, neuters, flea protection, heartworm/Lyme testing, treatments, and other vetting/issues that might be needed, for dogs in our care. Dog's Best Friend dogs truly make wonderful family pets. Please  email us for an application. (If you email us and do not hear back from us within 24 hours, please try again, as we most likely did not receive your email!) (Also note that many of our dogs are fostered just across the border into PA)",['http://photos.petfinder.com/photos/pets/43523057/1/?bust=1544635308'],Blizzard (Sweet and Calm),43523057,M,M,A
1784,Young,Australian Cattle Dog / Blue Heeler,"Are you looking for a dog to have fun with? Meet Brando! Brando is a neutered 4 year old cattle dog mix. He has a striking speckled coat of white and chocolate and weighs about 60 pounds. He loves people and after a walk, jog, swim or hike he would be content to snuggle on the couch. He knows how to play and also likes to show affection. 

He was an absolute champion going through heartworm treatment and the vetâs office fell in love with the big goofball. He has been very tolerant of all vetting. He also is quick to jump in the bath tub and would probably enjoy a soak wherever he can find it. 

He is crate trained, house trained, enjoys the car, and LOVES toys!! Bones, squeak toys, puzzles...you name it he wants to play with it. 
 		
Brando would do best as an only pet and prefers the company of humans. No cats for Brando! His size and energy would be best in a house with older children and adults. He is eager to learn basic obedience with his new family. 

Brando is located in Perkasie, PA. For questions, please contact 		hannah.case@gmail.com 

Brando is up to date on vetting, micro-chipped, and ready to find his family. 

COMPLETE AN APPLICATION
http://www.acdra.org/#!adoption-application-/c21x6



","['http://photos.petfinder.com/photos/pets/43111085/1/?bust=1540478673', 'http://photos.petfinder.com/photos/pets/43111085/2/?bust=1540478683', 'http://photos.petfinder.com/photos/pets/43111085/3/?bust=1540478726', 'http://photos.petfinder.com/photos/pets/43111085/4/?bust=1540478751']",Brando,43111085,M,M,A
1785,Adult,Pit Bull Terrier,"This precious little girl will have you at hello. Her adorable face and sweet demeanor will leave you wanting more. Although she may be shy with introductions she pops right out of that shell if you give her a toy. If you want to see her eyes light up, just toss a tennis ball. Once you give her that ball, she is yours for life. Callie was found as a stray, therefore we don't know much about her history. However, we see a bright future ahead of her if she goes home to the right family. This 5 year old unforgettable Pittie will do well in a calmer household where it's not very overwhelming. Once she gets comfortable with her new family and home, Callie will be able to blossom and show her true colors. We always recommend gradual positive socialization with dogs like Callie. Even though she'll need the socialization, it should be on her terms and when she's ready. We have no doubt she'll amaze you so don't let Callie slip through your fingers.","['http://photos.petfinder.com/photos/pets/41506507/1/?bust=1525264484', 'http://photos.petfinder.com/photos/pets/41506507/2/?bust=1525264485', 'http://photos.petfinder.com/photos/pets/41506507/3/?bust=1525264486', 'http://photos.petfinder.com/photos/pets/41506507/4/?bust=1543769331', 'http://photos.petfinder.com/photos/pets/41506507/5/?bust=1545144916']",Callie,41506507,F,M,A
1786,Young,"Hound, Pit Bull Terrier","This sweet girl had a terrible past where she was shot in the face and thrown over a fence in Georgia.  This girl now has a name, Asta, and she's only 32lbs at 2 years old. Shell be spayed, up to date on shots, and microchipped prior to adoption. This girl wants a fresh new start away from the life she once knew. Email haar13@aol.com for an application","['http://photos.petfinder.com/photos/pets/42146540/1/?bust=1531275579', 'http://photos.petfinder.com/photos/pets/42146540/2/?bust=1531275587', 'http://photos.petfinder.com/photos/pets/42146540/3/?bust=1543626701', 'http://photos.petfinder.com/photos/pets/42146540/4/?bust=1543626702']",Asta,42146540,F,M,A
1787,Senior,"American Staffordshire Terrier, American Bulldog","Champion is 12 years young and wound up at the shelter last month when his family lost their home and he in turn lost his. Heâs a big dog maybe 75 lbs.  he lived with children but was never socialized so he would need to be the only dog as he is not dog friendly. Heâs great with people easy to walk.  Loves treats and enjoys going out with volunteers. 
Heâs almost all white with a few medium brown patches on his back.  He would love to spend his golden years with a person looking for a companion for short walks and tv watching.
Here is what a volunteer had to say about Champion 
âPlease consider adopting Champion. He is such a NICE dog---I fell in love with him within seconds of meeting him because he is that lovable. Bonds easily with you--all you have to do is pet him and he's your best friend. He does NOT act like he is 12 years old (I thought for sure there was some miscommunication when they told me he was 12 because he seemed more like 6-7 years old). Champion is very active for a senior and I believe he has a good amount of quality years left to love someone.â","['http://photos.petfinder.com/photos/pets/42665652/1/?bust=1536059078', 'http://photos.petfinder.com/photos/pets/42665652/2/?bust=1536059081', 'http://photos.petfinder.com/photos/pets/42665652/3/?bust=1537649006', 'http://photos.petfinder.com/photos/pets/42665652/4/?bust=1536059086', 'http://photos.petfinder.com/photos/pets/42665652/5/?bust=1537649006']",Champion,42665652,M,L,A
1788,Adult,"Mixed Breed, Pit Bull Terrier","This mature lady is a winner! Hildegard is SO sweet, SO gentle, SO calm, and so easy on the leash. She was found stray in Burlington, and surely she was somebody's pet. No one has come to claim her though so she is ready to move on to the next phase of her life. Hildegard needs to lose a few pounds. That extra weight is tough on her mature hips. She has a growth on her right side that will need to be addressed as well. But, she is such a great girl, and she deserves to spend her golden years in a quiet, safe, loving home. Please ask to meet Hildegard when you visit the shelter. She will steal your heart! ","['http://photos.petfinder.com/photos/pets/42656433/1/?bust=1536344075', 'http://photos.petfinder.com/photos/pets/42656433/2/?bust=1536344135', 'http://photos.petfinder.com/photos/pets/42656433/3/?bust=1536344184']",Hildegard,42656433,F,L,A
1789,Adult,Akita,"Everett is a young male Akita who has come into rescue after being picked up as a stray in horrid condition and taken to the Philadelphia Animal Control. Everett is a big handsome boy who is approximately 18 months old. He would do well in a home with an owner that is breed experienced and can be a leader in this young male's life. Everett takes time to bond and upon meeting him he will be aloof at first however once a trusting bond is formed he will be a great companion. It is possible Everett can go to a home with the right female dog after a successful meet and greet. 

Are you interested in Everett? Please go to www.bigeastakitarescue.org and put in an adoption application online for him!","['http://photos.petfinder.com/photos/pets/34488827/1/?bust=1530018032', 'http://photos.petfinder.com/photos/pets/34488827/2/?bust=1530018033', 'http://photos.petfinder.com/photos/pets/34488827/3/?bust=1530018034', 'http://photos.petfinder.com/photos/pets/34488827/4/?bust=1530018035', 'http://photos.petfinder.com/photos/pets/34488827/5/?bust=1530018035', 'http://photos.petfinder.com/photos/pets/34488827/6/?bust=1530018036']",Everett,34488827,M,L,A
1790,Adult,Chihuahua,"Charlotte is an adorable 6-years young Chi mix gal coming to us from a shelter in Georgia in search of her forever family. She is a tiny mite at only 4lbs and will be spayed once she arrives in NYC. Perfect pocket-sized girl with a big, lovable personality who is great with everyone and everything she meets!

Apply now for precious little Charlotte and get ready for non-stop fun and snuggles.

Charlotte is available for adoption through in Our Hands Rescue. If interested in meeting her, please fill out an application on inourhandsrescue.org. Please DO NOT send an email through Petfinder, your application will be processed before the following Saturday's event.","['http://photos.petfinder.com/photos/pets/43521405/1/?bust=1545209762', 'http://photos.petfinder.com/photos/pets/43521405/2/?bust=1545209799', 'http://photos.petfinder.com/photos/pets/43521405/3/?bust=1545209810']",Charlotte,43521405,F,S,A
1791,Adult,Wire Fox Terrier,"UPDATE 9/2018: At the age of 6, Nancy has recently been diagnosed with glaucoma and she needs eyedrops on a daily basis to help control her condition. We would love for her to be in a foster (or forever) home where her condition could be best managed. Nancy would do best in an adult-only household. She can be a little picky about her doggie friends, but is okay with some dogs. EHR's wish is that someone would take Nancy into their home as foster or forever pup & help her keep what is left of her eyesight.

Nancy is a scruffy little girl with great big ears and a thirst for adventure! She is super easy on leash and loves going for walks and exploring the great outdoors. She takes treats gently and knows some basic commands. But like many terriers, she has a strong personality and would do best with an experienced owner.

Here's what one of her kennel buddies said about Nancy: She got in and rode extremely well in the car. On the walk itself, she was initially so excited to be out that she pulled in different directions, but because she is so light it was very easy to manage. She settled down quickly, however, and was great on the leash for the rest of the walk. She loves to stop and smell everything like a typical terrier but kept the pace and walked well.

Aside from barking at one random couple walking by, she was pretty non-reactive to people and other dogs. When we stopped for our break she took treats well and demonstrated that she knows ""sit"".

If youâd be interested in fostering or adopting Nancy, please fill out an application online and be sure to mention her nameâ¦.NANCY!!","['http://photos.petfinder.com/photos/pets/39423685/1/?bust=1542867925', 'http://photos.petfinder.com/photos/pets/39423685/2/?bust=1542867949', 'http://photos.petfinder.com/photos/pets/39423685/3/?bust=1542867969']",Nancy Steele,39423685,F,M,A
1792,Senior,Havanese,"We rescued Cody and Andy from their home where they had been left behind after their dad died and their mom tried to commit suicide.  They had been unintentionally neglected for years due to physical and mental illness of their parents.  

Cody is 16.5 years old.  Andy is 17.5 years old.  They are pure breed Havanese.  

They must be adopted together.  We are open to a forever foster situation for these boys as well.  

Cody and Andy are so sweet and easy to care for.  They will need someone that understands senior dogs and loves them tremendously.  We would love for them to have a fenced in back yard so that they have the ability to enjoy the outdoors without having to be walked.  

The boys are in pretty good health given their age and what they have been through.  Cody has some hearing and visual impairment and Andy has arthritis.  

Metabolically they are in fine shape, and they eat like horses!  

Cody and Andy are wee wee pad trained and also do their business outside.  

To meet these adorable senior lads:

Phone: 917-864-2443
Email: fofdogrescue@yahoo.com","['http://photos.petfinder.com/photos/pets/42267345/1/?bust=1532374254', 'http://photos.petfinder.com/photos/pets/42267345/2/?bust=1532374261', 'http://photos.petfinder.com/photos/pets/42267345/3/?bust=1532374267', 'http://photos.petfinder.com/photos/pets/42267345/4/?bust=1532374269']",Cody,42267345,M,S,A
1793,Adult,Hound,"Tammy is a very affectionate, pretty hound mix.  She is 7 years old and came into our rescue when her owner could no longer care for her. Tammy is spayed and up to date on her shots.  This sweetheart gets along well with the dogs and cats in her foster home.  She would enjoy a home with older kids. 

Tammy loves people, although she may take a little longer to warm up to men, She is housebroken and well past the chewing stage, Tammy loves to go for walks and can be squirrel crazy like a typical hound. She is a fun pup to cuddle up and hang out with.  Are you ready to share your life with a special girl? Tammy could be the one!

If you would like to meet TAMMY, or for more information, please email PetRescueOfMercer@gmail.com

PLEASE VISIT OUR WEB SITE to view our adoption policies and/or complete an online, non-binding adoption application. www.petrescueofmercer.org","['http://photos.petfinder.com/photos/pets/43244438/1/?bust=1541727746', 'http://photos.petfinder.com/photos/pets/43244438/2/?bust=1541727757', 'http://photos.petfinder.com/photos/pets/43244438/3/?bust=1541727762', 'http://photos.petfinder.com/photos/pets/43244438/4/?bust=1541955808', 'http://photos.petfinder.com/photos/pets/43244438/5/?bust=1541955809', 'http://photos.petfinder.com/photos/pets/43244438/6/?bust=1541955809']",TAMMY,43244438,F,M,A
1794,Young,"Dachshund, Chihuahua","Penny is a young gal who is just so sweet. Gets along with other dogs. She will be fixed, up to date on shots, and microchipped. Email haar13@aol.com to inquire","['http://photos.petfinder.com/photos/pets/38542835/1/?bust=1498156346', 'http://photos.petfinder.com/photos/pets/38542835/2/?bust=1498156357', 'http://photos.petfinder.com/photos/pets/38542835/3/?bust=1508123733', 'http://photos.petfinder.com/photos/pets/38542835/4/?bust=1508123734', 'http://photos.petfinder.com/photos/pets/38542835/5/?bust=1508123734']",Penny,38542835,F,S,A
1795,Adult,"Boston Terrier, American Staffordshire Terrier","Echo is a 4 year old Boston/Pitty mix. Echo is currently located in a foster home in South River N J.Â She is spayed, microchipped, housebroken, & fully vetted. She loves humans & is a great companion.Â  Loves sleeping close to someone on the couch or in bed at night cuddled with her guardian & is always by our side. But she is unpredictable with other dogs. She gets jealous of other dogs & does not control herself in situations that bring on excitement. So she really needs to be the only pet in a home. She also has separation anxiety which means she needs a place where she feels comfortable when left alone. A crate is too confining although she has learned to eat her meals calmly in one & she cannot be left locked in a room by herself. We have found that a large kennel type setting with her own doggie bed works for her. We have one set up in the basement for her when we go out & she is ok with that. We are willing to work with someone in all aspects of her transition who thinks they can give her the home she needs. Having to keep her muzzled all the time while around our other dogs is not what we want for her. A family or person who is home most of the time would be so much more fitting. Someone who understands her needs & is willing to give her the attention she craves would be far better for her. 

If you are interested in adopting this gorgeous baby, please fill out an application on the following link:  

www.carenj.com/adoption-application","['http://photos.petfinder.com/photos/pets/38835596/1/?bust=1500692179', 'http://photos.petfinder.com/photos/pets/38835596/2/?bust=1500692179', 'http://photos.petfinder.com/photos/pets/38835596/3/?bust=1500692180']",Echo,38835596,F,M,A
1796,Adult,Greyhound,,['http://photos.petfinder.com/photos/pets/43512569/1/?bust=1544560449'],Lexy,43512569,F,L,A
1797,Young,American Staffordshire Terrier,"Huguenot is a cool dude. He is a mellow guy but spontaneously likes to cut the rug at times too. He's kind of a goof ball. Happy to lay at your feet or take a nice stroll. He's just a good buddy to have around. He is a stunning blue and white and is about a year old.  Please come meet him today and cheer him up. He gets a bit depressed in the pound. Who wouldn't??  Come see the twinkle in his eye when he looks up and see's that he has company. He is adorable !! Please, please come meet him. He is still in the kennel and I have no idea why. He longs for a family and a home to call his own. He's been in lock down way too long and he did nothing wrong.","['http://photos.petfinder.com/photos/pets/41780809/1/?bust=1527990268', 'http://photos.petfinder.com/photos/pets/41780809/2/?bust=1527990269', 'http://photos.petfinder.com/photos/pets/41780809/3/?bust=1527990269', 'http://photos.petfinder.com/photos/pets/41780809/4/?bust=1527990270']",Hueguenot,41780809,M,L,A
1798,Young,"American Staffordshire Terrier, Mastiff","Mystic is between two and three years old and about 55 lbs.  sheâs always happy to have a visitor, especially if you bring her a stuffed toy to play with. Sheâs shy but friendly at the same time. 
She needs someone who has patience and can give her the love she deserves. She cringes when you go to pet her,leading us to believe her former owners were not so good with her. Please consider Mystic. She likes some other dogs but they have to meet first of course 
","['http://photos.petfinder.com/photos/pets/42254431/1/?bust=1532257169', 'http://photos.petfinder.com/photos/pets/42254431/2/?bust=1532257247', 'http://photos.petfinder.com/photos/pets/42254431/3/?bust=1543186632', 'http://photos.petfinder.com/photos/pets/42254431/4/?bust=1543186632', 'http://photos.petfinder.com/photos/pets/42254431/5/?bust=1543186633']",Mystic,42254431,F,M,A
1799,Young,Mixed Breed,"Buddy is a friendly little guy who loves to be around people. He's been great with all of the fosters he's met and likes to play. Vets estimate Buddy to be about a year old. He's been neutered, microchipped and is up to date on vaccines.

Interested in adopting me? To fill out an application visit 3 Hearts 4 Paws",['http://photos.petfinder.com/photos/pets/43083157/1/?bust=1540312251'],Buddy,43083157,M,S,A
1800,Baby,Pit Bull Terrier,"Poppy is a 1.5 year old, female, Pit Mix that was found emaciated, playing on the train tracks with her sister, Penny. Poppy is shy at first, but becomes very outgoing quickly and is a force to be reckoned with as she throws herself at you for pets and 
attention. She is super lovey and melts into you when she cuddles.  

Poppy is house trained and crate trained. She is good with other dogs and learning to live with cats. She tries to play with cats, just like she plays with everything else!  She is spayed, microchipped, heartworm negative and up to date with vaccinations. 

If you would like to meet POPPY, or for more information, please email PetRescueOfMercer@gmail.com

PLEASE VISIT OUR WEB SITE to view our adoption policies and/or complete an online, non-binding adoption application. www.petrescueofmercer.org","['http://photos.petfinder.com/photos/pets/41163811/1/?bust=1537728537', 'http://photos.petfinder.com/photos/pets/41163811/2/?bust=1520904114', 'http://photos.petfinder.com/photos/pets/41163811/3/?bust=1537728538', 'http://photos.petfinder.com/photos/pets/41163811/4/?bust=1537728539', 'http://photos.petfinder.com/photos/pets/41163811/5/?bust=1521474185', 'http://photos.petfinder.com/photos/pets/41163811/6/?bust=1521474187']",POPPY,41163811,F,M,A
1801,Senior,"Golden Retriever, Labrador Retriever",For more information about this animal or our adoption process please visit our website at SouthJerseyRegionalAnimalShelter.org/adopt,"['http://photos.petfinder.com/photos/pets/43571798/1/?bust=1545810022', 'http://photos.petfinder.com/photos/pets/43571798/2/?bust=1545810112', 'http://photos.petfinder.com/photos/pets/43571798/3/?bust=1545810190']",Dakota,43571798,M,L,A
1802,Baby,"English Bulldog, Border Collie","These are the cutest pups! They will need homes at the first of the year, when they are 8 weeks old. All but the white faced one have short little stubby tails and they are all so sweet and friendly. Momma Jenny is a BC mix and just a wonderful young dog. These pups have shorter legs and rounder faces than mom and we think they will be in the 40 to 50 lb range, full grow (but are never sure). Just wonderful pups in need of wonderful homes. (Fostered in PA) (If you do not hear back from us within about 6 hours, send us your phone number, for there is clearly something wrong with your email!) Dog's Best Friend Adoption Center utilizes an adoption application and screening process. We require personal and vet references and a home check made prior to adopting one of our dogs. All of our dogs are companion animals that must be kept inside the house with the rest of the family members. All of our dogs are temperament tested, well mannered, and know some basic commands ~ they are worked with daily, as someone is always here with them. All of our dogs do well with other dogs and many do well with cats. Adoption donations range from $250 to $450, depending on breed, age, size, vetting, and training of the dog (some pure bred and tiny dog fees are higher). This donation helps to pay for shots, de-wormings, spays, neuters, flea protection, heartworm/Lyme testing, treatments, and other vetting/issues that might be needed, for dogs in our care. Dog's Best Friend dogs truly make wonderful family pets. Please  email us for an application. (If you email us and do not hear back from us within 24 hours, please try again, as we most likely did not receive your email!) (Also note that many of our dogs are fostered just across the border into PA)","['http://photos.petfinder.com/photos/pets/43537475/1/?bust=1544737153', 'http://photos.petfinder.com/photos/pets/43537475/2/?bust=1544737155', 'http://photos.petfinder.com/photos/pets/43537475/3/?bust=1544737171', 'http://photos.petfinder.com/photos/pets/43537475/4/?bust=1544737177', 'http://photos.petfinder.com/photos/pets/43537475/5/?bust=1544737181']",Jenny's Boys,43537475,M,M,A
1803,Young,German Shepherd Dog,"Alayka is a 2 year old beauty who was saved from San Antonio's highest kill shelter . We were just in time and brought her in safety at our vet .

This sweetheart was just skin over bones. She is still skinny but we are building her up slowly . She is already gorgeous . Can you imagine how she would look like in 3 months .

Alayka is very playful and likes other dogs. This baby needs a very welcoming home where they treat her for the precious gem she is .

You will receive lots of love in return.

Alayka is not cat tested yet .

This baby is located in Middle Island NY .

To become her new family please apply today by filling in the adoption application to find on our website www.a-teameliterecsuedogs.com or email us and we send you one","['http://photos.petfinder.com/photos/pets/43286914/1/?bust=1542156380', 'http://photos.petfinder.com/photos/pets/43286914/2/?bust=1542156386', 'http://photos.petfinder.com/photos/pets/43286914/3/?bust=1542156392', 'http://photos.petfinder.com/photos/pets/43286914/4/?bust=1542156399', 'http://photos.petfinder.com/photos/pets/43286914/5/?bust=1542156406', 'http://photos.petfinder.com/photos/pets/43286914/6/?bust=1542156412']",Alayka,43286914,F,L,A
1804,Adult,Mixed Breed,"Name: French Location: Albany NY Breed: Mixed Breed Approximate Age: 7 years Sex: Male Weight: 45 lbs Medical History: French is neutered, up to date on vaccines, up to date on heartworm meds and microchipped. ?Other Dogs: No ? ?Cats: Yes ? ?House-trained: Yes ? ?? Crate-trained: No ? ?Kids: Yes (14+ years old) ? Sweet French - NYC ACC survivor, has been with his loving foster since December 2017. Due to serious health issues, French's foster mom can no longer care for this sweet boy. She tells us he is an ABSOLUTE sweetheart and very intelligent, and it is her fervent wish that someone steps up to care for him, as she is increasingly unable to do. French is a very affectionate pup, has lots of energy, house trained, does not like to be crated. Does well when home alone. Knows commands - sit/down/come/leave it/get the ball/touch, working on heel, and a great leash walker. NOT dog reactive with proper distance when walking. French lives with multiple cats and is very gentle with them. Children 14 years and up. Frenchâs Videos: https://www.youtube.com/watch?v=c8Yc4SWf4mc&app=desktop https://www.youtube.com/watch?v=vWjMp27VK5E&app=desktop https://www.youtube.com/watch?v=0-vqCeoS-X4&app=desktop https://www.youtube.com/watch?v=L1Qy0rP2GdU&app=desktop https://www.youtube.com/watch?v=ih_6EEAYr88&app=desktop If you would like to meet French and / or are interested in adopting / fostering him, please contact us at amsterdog@gmail.com or 917-689-8414. To get the process started, please also fill out our online application. Link to our Application: http://amsterdog.org/adoptionfoster-application/","['http://photos.petfinder.com/photos/pets/43447986/1/?bust=1543884391', 'http://photos.petfinder.com/photos/pets/43447986/2/?bust=1543884393', 'http://photos.petfinder.com/photos/pets/43447986/3/?bust=1543884396', 'http://photos.petfinder.com/photos/pets/43447986/4/?bust=1543884404']",FRENCH,43447986,M,M,A
1805,Senior,"Pomeranian, Spitz","See description under the listing for Audi and Tesla vs this one listed as Tesla and Audi. 
Eve's Sanctuary does not have a public location to visit, although we do weekly adoption events in public locations on the UWS. If you are interested in a specific animal, please email info@evessanctuary.com with the name of the animal you are interested in written on the subject line. Please remember that ESAR requires a full complete application, an interview, and a home visit prior to final approval and placement of adopted animals. It may seem daunting at first, but to find true love its worth it, right? They aren't products on a shelf to buy, we love them like our own, and only want the best possible home for each and every one...thus the ""hoops."" Also, please trust our recommendations, we are skilled human furry freind matchmakers with many years of experience that has given us a unique and solid perspective. For these reasons we prefer adopters to be in NYC or the immediate area accessible by public transportation so we can work with you individually and educate you face to face!
Additionally, please understand that we are all volunteers, no salaries are paid, we have families and pets of our own, and we have full time jobs in addition to doing rescue work - so we may be (at times) slow-ish to get back to you. We promise we are doing our best as its in everyones best interest to place these darlings quickly, so we can save more. If you would like to expedite the process, and make us extra happy, please download our application from our website at: http://www.evessanctuary.org/Adoption.html , fill it out, and return it with your initial email inquiry. Be patient, be persistent, be polite, and we promise all will be well! ;-)
All animals come up to date on annual combo vaccs, rabies vaccs, heartworm tested negative, microchipped, and of course...spayed or neutered!","['http://photos.petfinder.com/photos/pets/43390646/1/?bust=1543290838', 'http://photos.petfinder.com/photos/pets/43390646/2/?bust=1543290842']",Tesla and Audi,43390646,M,S,A
1806,Young,Yorkshire Terrier,"CONGRATULATIONS KATHLEEN!!! HOLLY will be coming home soon

HOLLY is a yorkie. Holly weighs 6.4 lbs and is 1yr old. Holly came from a deplorable hoarding situation with 12 other dogs. Holly is doing great now after several baths, worming, flea control and clean bedding, Holly wants to be in your lap and to share your bed. She is sweet and gives kisses. She is great with other dogs and cats. She is being pee pee pad trained and doing good. Holly is very appreciative of a loving lap and clean home. Holly is micro-chipped, spayed, wormed, current on vaccines, heartworm negative and on flea control. If you can continue to give her the life she deserves please go to our adoption application website below and complete the application. Holly is still in KY waiting for the next transport leaving Nov. 30 and arriving Dec 1st.

ADOPTION FEE $600 (Transport is included)

For adoption information and application please visit our website directly.

https://kindnessfork-9srescue.yolasite.com

Calling hours are Monday through Friday 9 am to 5 pm.  Closed Sunday & holiday's","['http://photos.petfinder.com/photos/pets/43388663/1/?bust=1543276323', 'http://photos.petfinder.com/photos/pets/43388663/2/?bust=1543276333', 'http://photos.petfinder.com/photos/pets/43388663/3/?bust=1543276352', 'http://photos.petfinder.com/photos/pets/43388663/4/?bust=1543276374', 'http://photos.petfinder.com/photos/pets/43388663/5/?bust=1543276392', 'http://photos.petfinder.com/photos/pets/43388663/6/?bust=1543276410']",HOLLY 6.4 LBS ADOPTED,43388663,F,S,A
1807,Adult,Hound,"These are Daisy and Tommy, both about 8 years old. They have lived with each for about 6 years and love playing together in the house and in the yard. Other dogs sometimes visit them and they all get along fine.

Ideally, they should be adopted together, since they've lived with each other for years, but each could probably get along with any other dog if they were adopted separately.

They know plenty of commands and recently visited the vet, so they are up to date on all inoculations and are spayed and neutered. Daisy is microchipped.

They don't need long walks, so, if you like to just sit at home, they are fine. As long as they have a fenced-in back yard, they are happy. They are glad to wait for you at home while you are at work, too.

They both love rawhide and like to settle down for a good chew after eating their bowls of food.

Daisy is the larger one and is a mix of two Coonhound breeds (Redbone Coonhound and Black-and-Tan Coonhound). She's extremely friendly and loves everyone she meets. She loves food and will counter-surf if the opportunity presents itself. She virtually never barks--just part of her personality.

Tommy is a Treeing Walker Coonhound and loves running in the back yard and barking at whatever he sees, whether it's deer, wild turkeys, or cats walking through the yard.

They'd love to stay where they are, but their owner recently died, so they need new homes. They want to find a new family, because they miss their owner and need some people to love.

Interested in adopting me? To fill out an application visit 3 Hearts 4 Paws","['http://photos.petfinder.com/photos/pets/38885825/1/?bust=1501031554', 'http://photos.petfinder.com/photos/pets/38885825/2/?bust=1501031555', 'http://photos.petfinder.com/photos/pets/38885825/3/?bust=1501031556']",Daisy and Tommy,38885825,F,M,A
1808,Adult,Chihuahua,"Meet Ricky! He is a 5 year old full bred chihuahua. He weighs about 5 pounds. We rescued him from a breeder recently where he lived most of his life in a crate. He will need time to warm up to his new people. Once he trusts you, he is very loving and just wants to cuddle. He will need some work with house training. He is great with other dogs and likes their companionship. Due to him being nervous, we recommend older children. He has never walked on a leash before, so a fenced in yard would probably be best for him. If you would like to meet him, fill out an online application at bcaaofnj.org","['http://photos.petfinder.com/photos/pets/43623982/1/?bust=1545747078', 'http://photos.petfinder.com/photos/pets/43623982/2/?bust=1545747080', 'http://photos.petfinder.com/photos/pets/43623982/3/?bust=1545747081', 'http://photos.petfinder.com/photos/pets/43623982/4/?bust=1545747133']",Ricky,43623982,M,S,A
1809,Adult,Shih Tzu,"My name is Georgia Girl and I am a gold and white pure bred Shih Tzu.  I will be 11 years old on August 23 and weigh a modest 17.6 pounds.  I may be older but I am energetic and love to play.  I have spent my entire life with the same human and was her constant companion.  I need a home where I will be able to play and spend time with a new mom or dad.
Georgia Girl is very sweet and people friendly but is afraid of other animals, although she is currently fostering with three other dogs successfully.  She will need to be walked with a harness and not a collar because she does not like the pressure of a collar.  Georgia Girl is the pup for you if you want someone to love you and be your faithful companion.",['http://photos.petfinder.com/photos/pets/41844442/1/?bust=1528496620'],Georgia Girl,41844442,F,S,A
1810,Adult,Labrador Retriever,"***To fill out an adoption application for this dog, please go to the following website: http://www.petsalive.com/adoptadog.html . We'll review your application and get back to you as soon as possible! ***

Please be patient with us as we take every application seriously and will review yours to make sure you are a good match with the dog you are choosing (although we usually will reply within 24-48 hours!) Please read our adoption page for more information in regards to this. 

***If you have a YAHOO email address*** please check your spam folder if you have not received a response after a few days, as we usually respond to EVERY application within 24 hours and Yahoo sometimes blocks our responses!","['http://photos.petfinder.com/photos/pets/43327242/1/?bust=1542732893', 'http://photos.petfinder.com/photos/pets/43327242/2/?bust=1542732910', 'http://photos.petfinder.com/photos/pets/43327242/3/?bust=1542732916', 'http://photos.petfinder.com/photos/pets/43327242/4/?bust=1542732922']",Bridgette,43327242,F,M,A
1811,Adult,American Staffordshire Terrier,"4 August 2018: Looking for a perfectly sweet girl to spend your days with? Then look no further!! Saylor is a stunning 2 year old girl. She is dog friendly and weighs about 45 to 50 pounds. She seems a little too interested in the kitties and so might do best in a home without cats. Saylor is currently in a foster home where she has found a BFF Samoyed at the dog park with whom she plays fetch happily and has a ball!! Her foster mom tells us she is the BEST dog she has met in a long long time. She is potty trained and lets her foster family know when she has to go by prancing a little and going to the door. Sheâs a well-mannered girl that enjoys learning every day, like âpawâ. She will âwaitâ at the top of a flight of steps so she doesnât pull her foster mom down them! Please apply to adopt Saylor","['http://photos.petfinder.com/photos/pets/41765817/1/?bust=1545216859', 'http://photos.petfinder.com/photos/pets/41765817/2/?bust=1545216949', 'http://photos.petfinder.com/photos/pets/41765817/3/?bust=1533403683']",Saylor,41765817,F,M,A
1812,Senior,"Pit Bull Terrier, Labrador Retriever","Vincent is a senior dog that is house trained, super friendly, gets along with other dogs & loves children! He is so full of life and loves being around his people. If you're looking for a dog that is move in ready look no further than Vincent!","['http://photos.petfinder.com/photos/pets/43125620/1/?bust=1545832876', 'http://photos.petfinder.com/photos/pets/43125620/2/?bust=1545832903', 'http://photos.petfinder.com/photos/pets/43125620/3/?bust=1545832906']",Vincent,43125620,M,L,A
