,age,breeds,description,media,name,pet_id,sex,size,status
1911,Adult,Terrier,"Is there a special spot reserved in your heart for a sweet and pretty companion? Then youâll definitely want to meet our Spotty.  A white and chestnut brown terrier mix, Spotty is 37 pounds and four-years-young with a lot of love to give.  See Spotty run; sheâs so much fun. 

You love animals, but canât adopt?  Come on down to the shelter and choose the cat or dog that you would like to sponsor.  For as little as $20 per month, you can sponsor a pet and help pay for the cost of their care while they stay at the shelter.",http://photos.petfinder.com/photos/pets/43453096/1/?bust=1543960993 http://photos.petfinder.com/photos/pets/43453096/2/?bust=1543960997,Spotty,43453096,F,M,A
1912,Adult,Coonhound,"Just arrived from the south â a âgood ol' boyâ with an easygoing and friendly personality. A black and tan Coonhound mix, Thomas has an amazingly sensitive nose, long velvety ears, and a sweet disposition.  This boy will make a great, playful family pet. He just celebrated his fourth birthday. 

You love animals, but canât adopt?  Come on down to the shelter and choose the cat or dog that you would like to sponsor.  For as little as $20 per month, you can sponsor a pet and help pay for the cost of their care while they stay at the shelter.",http://photos.petfinder.com/photos/pets/43584069/1/?bust=1545252542 http://photos.petfinder.com/photos/pets/43584069/2/?bust=1545252547,Thomas,43584069,M,L,A
1913,Adult,Retriever,"Luna will be available for adoption on Wednesday, January 2nd at 1pm pending a wellness exam from our vet and a temperament test with our trainer.

 You love animals, but canât adopt?  Come on down to the shelter and choose the cat or dog that you would like to sponsor.  For as little as $20 per month, you can sponsor a pet and help pay for the cost of their care while they stay at the shelter.",http://photos.petfinder.com/photos/pets/43652415/1/?bust=1546117622,Luna,43652415,F,M,A
1914,Adult,Hound,"Patch will be available for adoption on Wednesday, January 2nd at 1pm pending a wellness exam from our vet and a temperament test with our trainer.

You love animals, but canât adopt?  Come on down to the shelter and choose the cat or dog that you would like to sponsor.  For as little as $20 per month, you can sponsor a pet and help pay for the cost of their care while they stay at the shelter.",http://photos.petfinder.com/photos/pets/43652400/1/?bust=1546117217,Patch,43652400,M,M,A
1915,Young,Hound,"Dakota will be available for adoption on Wednesday, January 2nd at 1pm pending a wellness exam with our vet and a temperament test with our trainer. 


You love animals, but canât adopt?  Come on down to the shelter and choose the cat or dog that you would like to sponsor.  For as little as $20 per month, you can sponsor a pet and help pay for the cost of their care while they stay at the shelter.",http://photos.petfinder.com/photos/pets/43651924/1/?bust=1546109057 http://photos.petfinder.com/photos/pets/43651924/2/?bust=1546109067,Dakota,43651924,F,M,A
1916,Adult,Hound,"Tucker will be available for adoption on Wednesday, January 2nd at 1pm pending a wellness exam with our vet and a temperament test with our trainer. 


You love animals, but canât adopt?  Come on down to the shelter and choose the cat or dog that you would like to sponsor.  For as little as $20 per month, you can sponsor a pet and help pay for the cost of their care while they stay at the shelter.",http://photos.petfinder.com/photos/pets/43651939/1/?bust=1546109288,Tucker,43651939,M,S,A
1917,Adult,Terrier,"Herky will be available for adoption on Wednesday, January 2nd at 1pm pending a wellness exam with our vet and a temperament test with our trainer. 

You love animals, but canât adopt?  Come on down to the shelter and choose the cat or dog that you would like to sponsor.  For as little as $20 per month, you can sponsor a pet and help pay for the cost of their care while they stay at the shelter.",http://photos.petfinder.com/photos/pets/43651950/1/?bust=1546109482,Herky,43651950,M,M,A
1918,Adult,Chihuahua,"Jack will be available for adoption on Wednesday, January 2nd at 1pm pending a wellness exam with our vet and a temperament test with our trainer. 

You love animals, but canât adopt?  Come on down to the shelter and choose the cat or dog that you would like to sponsor.  For as little as $20 per month, you can sponsor a pet and help pay for the cost of their care while they stay at the shelter.",http://photos.petfinder.com/photos/pets/43651897/1/?bust=1546108669 http://photos.petfinder.com/photos/pets/43651897/2/?bust=1546108684,Jack,43651897,M,S,A
1919,Young,Labrador Retriever,"Shadow will be available for adoption on Wednesday, January 2nd at 1pm pending a wellness exam with our vet and a temperament test with our trainer. 


You love animals, but canât adopt?  Come on down to the shelter and choose the cat or dog that you would like to sponsor.  For as little as $20 per month, you can sponsor a pet and help pay for the cost of their care while they stay at the shelter.",http://photos.petfinder.com/photos/pets/43651911/1/?bust=1546108862,Shadow,43651911,F,M,A
1920,Adult,Hound,"Danicaâs name means âmorning star.â This gal will shine brightly with the love and attention she so greatly deserves A black and tan Hound/Beagle mix, Danica is inquisitive and docile. Sheâs a sweetheart seeking that special friend that will bring out the best in her. Danica just celebrated her second birthday.

You must have a fenced in yard to adopt Danica as she will run when scared.  

You love animals, but canât adopt?  Come on down to the shelter and choose the cat or dog that you would like to sponsor.  For as little as $20 per month, you can sponsor a pet and help pay for the cost of their care while they stay at the shelter.",http://photos.petfinder.com/photos/pets/42353900/1/?bust=1533152116 http://photos.petfinder.com/photos/pets/42353900/2/?bust=1533152106,Danica,42353900,F,M,A
1921,Adult,Chocolate Labrador Retriever,"Put your hand on my paw, I will never let you go Put your trust in me, I will never, never leave you Put your heart in my heart I will forever give you love Put my paw in your hand I will always keep you from harm All I ask for is love",http://photos.petfinder.com/photos/pets/43485497/1/?bust=1544747989 http://photos.petfinder.com/photos/pets/43485497/2/?bust=1544747997 http://photos.petfinder.com/photos/pets/43485497/3/?bust=1544748006,Charlotte,43485497,F,L,A
1922,Young,Black Labrador Retriever,"Put your hand on my paw, I will never let you go Put your trust in me, I will never, never leave you Put your heart in my heart I will forever give you love Put my paw in your hand I will always keep you from harm All I ask for is love",http://photos.petfinder.com/photos/pets/43485490/1/?bust=1544819222 http://photos.petfinder.com/photos/pets/43485490/2/?bust=1544866453 http://photos.petfinder.com/photos/pets/43485490/3/?bust=1544819239,Carmelo,43485490,M,M,A
1923,Young,Chocolate Labrador Retriever,"Breed you ask?...I am multi cultural with a splash of snuggle bunny. Wanna snuggle forever? Ruff House Rescue ""Goes Big"" so more pets have a chance to go home. This means we are rescuing in areas that we can make the biggest lifesaving impact. While we continue to help our local dogs and families in NY wanting to surrender their pets we are compelled to help the animals most in need from the highest kill rate shelters in the country and the highest statistic for strays. Hundreds and thousands of highly adoptable puppies and dogs are killed daily. Therefore the majority of our pets come from these areas. This means the cost of rescue is higher due to the high costs of vetting, boarding, and transport. Please note our adoption fees vary and are the most reliable source of revenue enabling us to continue our rescue efforts. Your adoption fees directly contribute to the rescue of these animals. Please see our website for information and an application to adopt or foster or volunteer for RHR. Adoption fees vary from $250 to $500 which includes a pets spay/neuter - Micro-chipping - current vaccinations - heartworm testing. We ask that adopters submit applications in advance to help facilitate the adoption process. Please note while you may not be sure what pet you are interested in if any your application will help us find you the perfect match. Applications at Ruffhouserescue.org - *Please only submit an application if you are available immediately to adopt. Have a rental agreement to have a pet and all family members are ready to adopt. Thank you for thinking Adoption First!",http://photos.petfinder.com/photos/pets/43519647/1/?bust=1545348321 http://photos.petfinder.com/photos/pets/43519647/2/?bust=1545348322 http://photos.petfinder.com/photos/pets/43519647/3/?bust=1545348326,Jasmine,43519647,F,L,A
1924,Young,Labrador Retriever,"Hi, I'm Duncan. Please forgive my appearance as I am on the mend from a broken left hind leg. But don't worry, I'm on the road to recovery! This doesn't stop me from walking short distances; doing my business outside (I am already crate trained); or interfering with belly massages that I truly love! I'm still a puppy, have the energy of a puppy, and love to be held and cuddled. Please foster me while I am recovering as I have a lot of gratitude and will pay you back with lots of eye contact and kisses!!",http://photos.petfinder.com/photos/pets/43485534/1/?bust=1544224191 http://photos.petfinder.com/photos/pets/43485534/2/?bust=1544224272 http://photos.petfinder.com/photos/pets/43485534/3/?bust=1544224324,Duncan,43485534,M,S,A
